LANE DESCRIPTION,SOURCE,REGION,DESTINATION,TRUCK SIZE,UNUSED,RATE (KES)
KBL NBO F20 - MWINGI 7.5T SPIRIT,NBO,Coast,MWINGI,7.5T,,28243.26
KBL NBO F20 - MWINGI P/up Beer,NBO,Coast,MWINGI,P/UP,,29531.5
KBL NBO F20 - MWINGI P/up Spirit,NBO,Coast,MWINGI,P/UP,,28831.5
KBL NBO F20 - NYALI 14T Beer,NBO,Coast,NYALI,14T,,104228.12
KBL NBO F20 - NYALI 14T Spirit,NBO,Coast,NYALI,14T,,104228.12
KBL NBO F20 - NYALI 30T Beer,NBO,Coast,NYALI,30T,,202859.08
KBL NBO F20 - NYALI 30T Spirit,NBO,Coast,NYALI,30T,,198052.25
KBL NBO F20 - NYALI 7.5T Beer,NBO,Coast,NYALI,7.5T,,93576.73
KBL NBO F20 - NYALI 7.5T Spirit,NBO,Coast,NYALI,7.5T,,92834.68
KBL NBO F20 - NYALI P/up Beer,NBO,Coast,NYALI,P/UP,,84617.94
KBL NBO F20 - NYALI P/up Spirit,NBO,Coast,NYALI,P/UP,,83917.94
KBL NBO F20 - SAMBURU 14T Keg,NBO,Coast,SAMBURU,14T,,105293.53
KBL NBO F20 - SAMBURU 14T Spirit,NBO,Coast,SAMBURU,14T,,104504.76
KBL NBO F20 - SAMBURU 30T Keg,NBO,Coast,SAMBURU,30T,,169569.96
KBL NBO F20 - SAMBURU 30T Spirit,NBO,Coast,SAMBURU,30T,,169003.12
KBL NBO F20 - SAMBURU 7.5T Keg,NBO,Coast,SAMBURU,7.5T,,80075.3
KBL NBO F20 - SAMBURU 7.5T Spirit,NBO,Coast,SAMBURU,7.5T,,79305.22
KBL NBO F20 - SAMBURU P/up Spirit,NBO,Coast,SAMBURU,P/UP,,71770.72
KBL NBO F20 - TALA 14T BEER,NBO,Coast,TALA,14T,,19439.59
KBL NBO F20 - TALA 14T KEG,NBO,Coast,KAGUNDO,14T,,20195.5
KBL NBO F20 - TALA 14T SPIRIT,NBO,Coast,TALA,14T,,19439.59
KBL NBO F20 - TALA 30T BEER,NBO,Coast,TALA,30T,,34011.23
KBL NBO F20 - TALA 30T Keg,NBO,Coast,TALA EB,30T,,48372.06
KBL NBO F20 - TALA 30T SPIRIT,NBO,Coast,TALA,30T,,47402.25
KBL NBO F20 - TALA 7.5T BEER,NBO,Coast,TALA,7.5T,,38785.36
KBL NBO F20 - TALA 7.5T Keg,NBO,Coast,TALA EB,7.5T,,38785.36
KBL NBO F20 - TALA 7.5T SPIRIT,NBO,Coast,TALA,7.5T,,38785.36
KBL NBO F20 - TALA P/up Beer,NBO,Coast,TALA,P/UP,,22224.0
KBL NBO F20 - TALA P/up Spirit,NBO,Coast,TALA,P/UP,,21524.0
KBL NBO F20 - TAVETA 14T BEER,NBO,Coast,TAVETA,14T,,87779.67
KBL NBO F20 - TAVETA 14T KEG,NBO,Coast,TAVETA,14T,,87842.74
KBL NBO F20 - TAVETA 14T SPIRIT,NBO,Coast,TAVETA,14T,,87053.98
KBL NBO F20 - TAVETA 30T BEER,NBO,Coast,TAVETA,30T,,140686.97
KBL NBO F20 - TAVETA 30T KEG,NBO,Coast,TAVETA,30T,,140790.92
KBL NBO F20 - TAVETA 30T SPIRIT,NBO,Coast,TAVETA,30T,,140224.07
KBL NBO F20 - TAVETA 7.5T BEER,NBO,Coast,TAVETA,7.5T,,67111.45
KBL NBO F20 - TAVETA 7.5T KEG,NBO,Coast,TAVETA,7.5T,,67139.48
KBL NBO F20 - TAVETA 7.5T SPIRIT,NBO,Coast,TAVETA,7.5T,,87042.26
KBL NBO F20 - TAVETA P/up Beer,NBO,Coast,TAVETA,P/UP,,60709.57
KBL NBO F20 - TAVETA P/up Spirit,NBO,Coast,TAVETA,P/UP,,60050.45
KBL NBO F20 - UKUNDA 14T Beer,NBO,Coast,UKUNDA,14T,,124561.68
KBL NBO F20 - UKUNDA 14T Keg,NBO,Coast,UKUNDA,14T,,124561.68
KBL NBO F20 - UKUNDA 14T Spirit,NBO,Coast,UKUNDA,14T,,124561.68
KBL NBO F20 - UKUNDA 30T Beer,NBO,Coast,UKUNDA,30T,,142385.0
KBL NBO F20 - UKUNDA 30T Keg,NBO,Coast,UKUNDA,30T,,142385.0
KBL NBO F20 - UKUNDA 30T Spirit,NBO,Coast,UKUNDA,30T,,142385.0
KBL NBO F20 - UKUNDA 7.5T Beer,NBO,Coast,UKUNDA,7.5T,,95184.24
KBL NBO F20 - UKUNDA 7.5T Keg,NBO,Coast,UKUNDA,7.5T,,95184.24
KBL NBO F20 - UKUNDA 7.5T Spirit,NBO,Coast,UKUNDA,7.5T,,95184.24
KBL NBO F20 - UKUNDA P/up Beer,NBO,Coast,UKUNDA,P/UP,,89702.79
KBL NBO F20 - UKUNDA P/up Spirit,NBO,Coast,UKUNDA,P/UP,,89002.79
KBL NBO F20 - Ukunda/Diani 30T KEG,NBO,Coast,UKUNDA/DIANI,30T,,108633.16
KBL NBO F20 - VOI 14T BEER,NBO,Coast,VOI,14T,,86062.85
KBL NBO F20 - VOI 14T KEG,NBO,Coast,VOI,14T,,86125.92
KBL NBO F20 - VOI 14T SPIRIT,NBO,Coast,VOI,14T,,106762.02
KBL NBO F20 - VOI 30T BEER,NBO,Coast,VOI,30T,,137837.31
KBL NBO F20 - VOI 30T KEG,NBO,Coast,VOI,30T,,137941.26
KBL NBO F20 - VOI 30T SPIRIT,NBO,Coast,VOI,30T,,137088.25
KBL NBO F20 - VOI 7.5T BEER,NBO,Coast,VOI,7.5T,,65846.12
KBL NBO F20 - VOI 7.5T KEG,NBO,Coast,VOI,7.5T,,65874.15
KBL NBO F20 - VOI 7.5T SPIRIT,NBO,Coast,VOI,7.5T,,65104.07
KBL NBO F20 - VOI P/up Beer,NBO,Coast,VOI,P/UP,,59565.8
KBL NBO F20 - VOI P/up Spirit,NBO,Coast,VOI,P/UP,,58865.8
KBL NBO F20 - WOTE 14T Beer,NBO,Coast,WOTE,14T,,31660.43
KBL NBO F20 - WOTE 14T Keg,NBO,Coast,WOTE,14T,,31660.43
KBL NBO F20 - WOTE 14T Spirit,NBO,Coast,WOTE,14T,,31660.43
KBL NBO F20 - WOTE 30T Keg,NBO,Coast,WOTE,30T,,79041.49
KBL NBO F20 - WOTE 30T Spirit,NBO,Coast,WOTE,30T,,78188.48
KBL NBO F20 - WOTE 7.5T Beer,NBO,Coast,WOTE,7.5T,,38161.92
KBL NBO F20 - WOTE 7.5T Keg,NBO,Coast,WOTE,7.5T,,38189.95
KBL NBO F20 - WOTE 7.5T Spirit,NBO,Coast,WOTE,7.5T,,37419.87
KBL NBO F20 - WOTE P/up Beer,NBO,Coast,WOTE,P/UP,,34533.92
KBL NBO F20 - WOTE P/up Spirit,NBO,Coast,WOTE,P/UP,,33833.92
KBL NBO F20 - WOTE/MAKUENI 14T KEG,NBO,Coast,WOTE/MAKUENI,14T,,32665.75
KBL NBO F20 - WOTE/MAKUENI 30T BEER,NBO,Coast,WOTE/MAKUENI,30T,,43160.98
KBL NBO F20 - WUNDANYI 14T Keg,NBO,Coast,WUNDANYI,14T,,95207.16
KBL NBO F20 - WUNDANYI 14T Spirit,NBO,Coast,WUNDANYI,14T,,94418.39
KBL NBO F20 - WUNDANYI 30T Keg,NBO,Coast,WUNDANYI,30T,,152828.23
KBL NBO F20 - WUNDANYI 30T Spirit,NBO,Coast,WUNDANYI,30T,,152261.38
KBL NBO F20 - WUNDANYI 7.5T Keg,NBO,Coast,WUNDANYI,7.5T,,72641.46
KBL NBO F20 - WUNDANYI 7.5T Spirit,NBO,Coast,WUNDANYI,7.5T,,71871.38
KBL NBO F20 - WUNDANYI P/up Spirit,NBO,Coast,WUNDANYI,P/UP,,65051.02
AUTO - AGL TRANSFER - 14T,NBO,,AGL TRANSFER,14T,,13476.82
AUTO - CHANGAMWE EB - 30T,NBO,,CHANGAMWE EB,30T,,119958.6
AUTO - CHANGAMWE EB - 7.5T,NBO,,CHANGAMWE EB,7.5T,,86284.39
AUTO - CHUKA EB - 30T,NBO,,CHUKA EB,30T,,73434.94
AUTO - DANDORA EB - 14T,NBO,,DANDORA EB,14T,,13933.18
AUTO - DANDORA EB - 7.5T,NBO,,DANDORA EB,7.5T,,16412.39
AUTO - DIANI - 7T,NBO,,DIANI,7T,,78994.0
AUTO - EMALI EB - 14T,NBO,,EMALI EB,14T,,33924.14
AUTO - EMBU EB - 30T,NBO,,EMBU EB,30T,,42026.67
AUTO - GITHUNGURI EB - 14T,NBO,,GITHUNGURI EB,14T,,19186.64
AUTO - GITHURAI EB - 7.5T,NBO,,GITHURAI EB,7.5T,,14505.31
AUTO - HOMA BAY - 7.5T,NBO,,HOMA BAY,7.5T,,36889.51
AUTO - IKUTHA EB - 14T,NBO,,IKUTHA EB,14T,,53095.41
AUTO - KARATINA EB - 14T,NBO,,KARATINA EB,14T,,34204.95
AUTO - KAWANGWARE EB - 14T,NBO,,KAWANGWARE EB,14T,,13538.63
AUTO - KERUGOYA EB - 14T,NBO,,KERUGOYA EB,14T,,28234.23
AUTO - KERUGOYA EB - 30T,NBO,,KERUGOYA EB,30T,,41486.87
AUTO - KERUGOYA EB - 7.5T,NBO,,KERUGOYA EB,7.5T,,32037.48
AUTO - KIAMBU EB - 14T,NBO,,KIAMBU EB,14T,,14291.71
AUTO - KIBERA EB - 14T,NBO,,KIBERA EB,14T,,13538.63
AUTO - KITENGELA EB - 14T,NBO,,KITENGELA EB,14T,,37735.96
AUTO - KITHYUKO EB - 14T,NBO,,KITHYUKO EB,14T,,32930.95
AUTO - LIMURU EB - 14T,NBO,,LIMURU EB,14T,,15704.85
AUTO - MAKUTANO EB - 14T,NBO,,MAKUTANO EB,14T,,49153.77
AUTO - MAUA EB - 30T,NBO,,MAUA EB,30T,,109998.23
AUTO - MOMBASA - 7T,NBO,,MOMBASA,7T,,71714.87
AUTO - MUTOMO EB - 14T,NBO,,MUTOMO EB,14T,,52503.83
AUTO - MUTOMO EB - 7.5T,NBO,,MUTOMO EB,7.5T,,39877.48
AUTO - MWIKI EB - 14T,NBO,,MWIKI EB,14T,,11393.64
AUTO - MWINGI EB - 14T,NBO,,MWINGI EB,14T,,38427.58
AUTO - NAIROBI AREA - 14T,NBO,,NAIROBI AREA,14T,,15851.56
AUTO - NAIROBI AREA - 7T,NBO,,NAIROBI AREA,7T,,14751.75
AUTO - NANYUKI EB - 30T,NBO,,NANYUKI EB,30T,,72445.17
AUTO - NKUBU EB - 30T,NBO,,NKUBU EB,30T,,87422.96
AUTO - NRB CITY CENT - 14T,NBO,,NRB CITY CENT,14T,,13538.63
AUTO - NYAHURURU EB - 30T,NBO,,NYAHURURU EB,30T,,82004.66
AUTO - NYALI - 7T,NBO,,NYALI,7T,,79074.24
AUTO - NYERI EB - 14T,NBO,,NYERI EB,14T,,39153.77
AUTO - TALA EB - 14T,NBO,,TALA EB,14T,,19439.59
AUTO - UTHIRU EB - 14T,NBO,,UTHIRU EB,14T,,13538.63
AUTO - WOTE EB - 14T,NBO,,WOTE EB,14T,,31660.43
AUTO - WOTE EB - 7.5T,NBO,,WOTE EB,7.5T,,35339.48
F24 -NBO - PARKLANDS - Beer - 7.5T,NBO,Nairobi,PARKLANDS,7.5T,,11385.96
